	m1_multipep_001_nat	m1_nopep_001_nat	m1_onexpep_001_nat	m2_multipep_001_nat	m2_nopep_001_nat	m2_onexpep_001_nat	m3_multipep_001_nat	m3_nopep_001_nat	m3_onexpep_001_nat	m4_multipep_001_nat	m4_nopep_001_nat	m4_onexpep_001_nat	m5_multipep_001_nat
AC154264.1	0	21	11	10	32	13	8	21	26	24	57	42	9
AC154264.2	1	4	2	1	10	5	1	5	7	2	5	16	3
AC154264.3	0	13	6	2	13	7	1	7	11	7	44	75	15
AC154266.1	0	0	0	2	0	0	0	0	0	0	0	0	0
AC154266.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154269.1	0	3	1	4	3	0	1	5	3	0	7	4	3
AC154271.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154280.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154282.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154290.1	0	0	0	0	0	1	0	0	0	0	0	0	0
AC154295.1	23	28	13	77	17	9	33	18	17	108	10	13	136
AC154296.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154296.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154296.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154297.1	0	0	0	0	0	1	0	1	0	0	0	0	1
AC154300.1	0	0	0	0	1	0	0	0	0	2	0	0	1
AC154305.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154305.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154305.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154305.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154307.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154307.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154313.1	0	1	0	0	1	1	1	0	2	0	0	2	2
AC154313.2	0	0	1	4	1	0	0	0	0	0	1	1	3
AC154314.1	0	0	0	0	0	0	0	0	0	0	1	0	0
AC154314.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154319.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154319.2	0	2	0	2	0	0	0	0	0	2	0	1	1
AC154328.1	2	1	4	2	3	0	0	0	0	2	0	0	2
AC154329.1	0	0	0	0	0	0	0	0	0	3	0	0	0
AC154329.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154335.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154335.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154336.1	0	0	0	0	0	0	0	0	0	0	0	1	0
AC154347.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154347.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154352.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154352.2	0	2	1	3	1	1	1	2	2	1	2	1	3
AC154354.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154355.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154358.1	0	0	0	1	0	1	3	0	0	2	0	1	4
AC154361.1	1	0	0	0	0	1	1	0	0	1	0	0	0
AC154361.2	10	15	6	18	8	10	17	17	17	16	14	18	19
AC154367.1	0	2	0	1	1	0	0	3	0	0	6	1	2
AC154367.2	0	0	2	0	0	0	0	0	1	2	1	1	0
AC154368.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154368.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154374.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154382.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154386.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154389.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154390.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154404.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154406.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154417.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154424.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154426.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154431.1	0	0	0	0	1	0	1	0	0	0	0	0	0
AC154431.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154433.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154435.1	9	8	2	63	20	21	24	18	16	44	31	15	44
AC154441.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154450.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154450.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154452.1	54	184	75	113	176	127	64	130	91	88	209	112	58
AC154454.1	3	18	6	6	5	9	4	14	3	11	12	1	3
AC154461.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154461.2	0	0	0	0	0	0	0	0	0	0	0	0	2
AC154461.3	0	0	0	0	0	0	0	1	0	0	0	0	0
AC154461.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154461.5	1	0	0	0	0	0	0	2	4	0	0	0	2
AC154461.6	0	1	0	0	0	0	0	1	0	0	0	0	0
AC154471.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154472.1	0	0	0	1	0	0	0	0	1	0	0	1	2
AC154472.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154481.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154481.2	0	0	0	0	0	0	0	0	2	0	1	0	0
AC154482.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154485.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154487.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154502.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154502.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154502.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154506.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154506.2	0	1	0	0	0	0	0	0	0	0	0	0	0
AC154506.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154506.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154510.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154511.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154515.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154515.2	0	1	0	0	0	0	0	0	0	0	0	0	0
AC154515.3	1	8	0	4	3	0	4	4	2	0	6	3	3
AC154517.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154517.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154517.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154521.1	0	0	1	0	0	0	0	0	0	0	0	0	0
AC154522.1	0	0	0	0	0	0	0	0	0	0	1	0	0
AC154527.1	0	0	0	0	0	0	0	0	0	1	0	0	0
AC154527.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154527.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154527.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154527.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154537.1	0	1	0	2	1	2	0	0	0	0	1	0	2
AC154540.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154548.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154548.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154550.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154552.1	1	2	1	2	4	0	1	2	3	2	10	11	4
AC154552.2	16	38	18	66	43	24	33	33	24	91	61	42	74
AC154552.3	0	1	0	0	0	0	0	0	0	0	2	0	0
AC154552.4	0	0	0	0	0	0	0	1	0	0	0	0	0
AC154552.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154552.6	0	0	0	0	0	0	0	0	1	0	0	0	0
AC154552.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154552.8	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154552.9	0	8	1	0	0	1	0	0	2	4	4	2	1
AC154556.1	0	0	0	3	0	0	0	1	0	0	0	0	0
AC154558.1	0	0	0	0	0	0	0	0	0	2	1	0	0
AC154572.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154572.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154573.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154573.2	115	135	94	195	84	76	131	107	100	264	186	177	202
AC154576.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154576.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154581.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154583.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154585.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154592.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154594.1	0	0	0	0	0	0	0	1	0	0	0	0	0
AC154595.1	0	0	0	0	0	0	1	0	0	0	0	0	0
AC154595.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154595.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154597.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154603.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154603.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154612.1	0	0	0	1	0	0	0	0	0	0	0	0	0
AC154623.1	0	0	0	0	1	0	0	1	0	1	0	0	0
AC154626.1	0	0	0	0	2	0	0	0	3	0	0	0	0
AC154630.1	1	0	0	0	0	0	0	0	0	0	0	0	0
AC154633.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154634.1	0	0	0	0	0	0	0	0	0	0	1	0	0
AC154634.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154634.3	0	0	0	0	2	0	0	1	0	0	0	0	0
AC154634.4	0	0	0	0	1	0	0	0	0	0	3	0	0
AC154635.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154636.1	15	13	12	12	8	12	21	21	7	35	20	15	23
AC154636.2	3	8	3	7	5	2	4	0	7	9	14	7	5
AC154636.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154639.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154642.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154642.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154643.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154646.1	6	3	1	9	2	1	3	2	2	4	3	2	4
AC154669.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154680.1	0	2	1	0	0	0	0	1	1	1	0	0	2
AC154681.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154682.1	72	228	203	171	293	249	104	210	324	316	488	535	273
AC154687.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154687.2	0	0	1	1	0	1	1	0	3	2	2	0	1
AC154693.1	1	7	8	6	9	13	2	7	10	11	2	2	0
AC154699.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154699.2	0	2	1	2	1	0	0	1	0	2	1	1	4
AC154706.1	0	0	0	0	0	0	0	0	0	2	2	0	1
AC154709.1	0	0	0	0	1	0	0	1	0	1	2	0	0
AC154713.1	0	0	0	0	0	0	0	0	1	0	0	0	0
AC154714.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154724.1	0	0	0	0	0	0	2	0	1	0	0	0	0
AC154725.1	2	0	0	0	0	0	1	0	0	1	0	0	2
AC154729.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154733.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154734.1	0	0	0	0	0	1	0	1	1	1	0	0	0
AC154734.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154740.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154740.2	1	0	0	2	0	0	1	0	0	0	0	0	0
AC154742.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154742.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154747.1	0	0	0	2	0	5	0	0	2	2	1	0	2
AC154747.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154747.3	11	32	19	13	26	25	29	30	26	26	57	46	23
AC154747.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154755.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154755.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154759.1	8	19	12	18	13	9	8	16	16	4	10	13	9
AC154765.1	1	1	0	1	2	0	1	1	0	3	1	2	0
AC154767.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154767.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154767.3	47	24	17	57	21	39	64	53	9	93	22	13	85
AC154780.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154785.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154785.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154785.3	0	2	1	1	0	0	0	3	1	0	0	0	0
AC154788.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154795.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154808.1	0	0	0	0	0	0	1	0	0	0	0	0	0
AC154816.1	5	1	0	18	2	1	6	0	0	9	1	0	5
AC154816.2	0	0	0	0	0	0	0	0	0	3	0	0	1
AC154816.3	0	0	0	0	0	0	0	0	0	2	0	0	0
AC154826.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154826.2	4	6	13	15	8	16	11	20	20	25	9	8	17
AC154828.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154828.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154834.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154840.1	0	0	0	0	0	0	0	1	1	0	0	0	1
AC154848.1	4	15	8	5	9	5	9	11	12	26	26	22	17
AC154849.1	0	0	0	0	0	0	0	0	0	0	1	0	0
AC154849.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154849.3	3	0	1	5	0	3	2	0	0	4	5	1	0
AC154849.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154850.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154851.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154851.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154861.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154862.1	0	1	0	1	0	0	0	0	1	2	1	0	2
AC154863.1	0	2	1	1	1	0	0	4	0	0	1	1	3
AC154864.1	3	3	0	5	2	2	1	1	2	18	7	3	25
AC154903.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154904.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154994.1	2	3	2	11	3	2	2	1	3	3	7	8	3
AC154994.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155230.1	1	0	0	0	0	0	0	2	0	2	1	0	0
AC155232.1	78	91	55	232	53	76	130	66	81	276	43	48	124
AC155234.1	0	3	0	2	1	0	3	2	0	0	5	6	0
AC155235.1	0	0	0	0	1	0	0	0	0	2	0	0	0
AC155236.1	0	0	0	0	0	1	0	0	0	1	0	0	0
AC155241.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155241.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155241.3	0	0	0	1	0	0	0	2	0	0	2	0	0
AC155243.1	3	1	1	3	0	2	0	2	1	3	0	3	6
AC155245.1	0	0	0	0	0	0	0	0	0	0	1	0	0
AC155249.1	0	1	2	3	0	1	6	1	1	2	2	3	4
AC155249.2	1	1	1	1	2	0	0	0	1	5	1	1	1
AC155255.1	0	0	0	1	0	1	1	2	0	1	1	0	2
AC155255.2	4	9	3	10	14	6	1	11	10	7	13	11	1
AC155256.1	30	49	28	46	21	30	34	65	21	56	21	25	52
AC155256.2	0	1	3	0	4	2	0	3	6	1	6	6	2
AC155256.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155258.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155258.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155258.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155259.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155259.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155259.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155260.1	0	0	0	0	0	0	1	0	0	0	0	0	0
AC155266.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155269.1	0	0	0	1	0	0	0	1	0	1	0	0	0
AC155269.2	0	0	0	0	0	0	0	0	1	1	0	0	0
AC155270.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155273.1	6	15	14	7	10	9	5	8	11	13	6	12	3
AC155286.1	0	0	0	0	0	0	0	0	0	0	0	1	0
AC155293.1	41	18	11	126	16	25	72	19	34	101	12	12	49
AC155293.2	0	0	0	2	1	0	1	4	0	1	0	1	4
AC155293.3	3	0	0	8	0	0	2	0	0	5	0	0	3
AC155293.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155295.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155298.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155298.2	0	0	0	0	0	0	0	0	0	1	0	0	0
AC155298.3	0	1	0	0	1	0	0	0	0	0	2	0	0
AC155300.1	0	0	0	0	0	0	0	0	0	0	2	0	0
AC155300.2	0	0	0	0	1	0	0	0	0	0	0	1	0
AC155300.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155300.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155305.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155324.1	0	1	0	0	0	3	0	1	1	0	0	1	0
AC155634.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155634.2	2	2	1	1	1	1	0	3	2	3	0	2	0
AC155637.1	1	0	0	0	0	0	0	0	0	2	0	0	0
AC155637.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155643.1	0	0	1	1	1	1	0	0	0	0	2	2	2
AC155644.1	0	4	2	0	4	0	0	7	1	0	3	0	0
AC155644.2	0	3	1	0	1	2	0	2	1	1	0	1	0
AC155709.1	0	0	0	0	0	0	0	0	2	0	0	0	0
AC155709.2	0	0	0	0	0	1	0	0	3	3	1	1	4
AC155710.1	6	0	2	2	1	6	8	3	7	4	2	4	12
AC155710.2	1	1	2	1	0	1	3	0	1	4	0	0	0
AC155712.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155712.2	0	16	22	12	12	17	10	34	35	35	87	110	67
AC155713.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155714.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155715.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155805.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155805.2	0	0	0	2	0	0	0	0	0	2	0	1	0
AC155808.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155813.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155819.1	1	3	1	6	7	5	8	4	5	7	6	14	11
AC155830.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155832.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155832.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155834.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155834.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155839.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155907.1	0	2	0	1	1	3	0	1	4	2	1	3	3
AC155907.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155909.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155921.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155922.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155922.2	1	3	1	2	2	0	1	2	1	1	4	2	1
AC155923.1	1	4	0	0	4	2	0	4	2	0	0	0	0
AC155927.1	3	2	1	4	1	2	0	2	2	1	4	3	5
AC155929.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155929.2	0	1	0	0	0	0	0	0	0	0	0	0	0
AC155929.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155929.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155934.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155937.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155939.1	3	6	1	5	7	4	5	8	3	2	7	4	9
AC155941.1	9	18	2	12	14	10	8	14	8	9	23	10	5
AC155941.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155941.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155941.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC155941.5	0	1	0	3	1	2	1	1	3	6	0	0	2
AC155941.6	4	8	9	5	7	2	1	3	0	9	3	2	6
AC156025.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156025.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156025.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156031.1	63	20	13	112	4	7	65	17	28	119	16	14	82
AC156031.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156031.3	2	1	1	0	1	2	3	0	0	1	0	0	1
AC156031.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156037.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156037.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156163.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156164.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156164.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156268.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156271.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156273.1	0	0	0	1	0	0	0	0	0	0	0	0	1
AC156273.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156273.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156274.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156389.1	0	0	0	1	0	1	0	0	0	0	0	0	0
AC156504.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156504.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156558.1	0	0	0	0	1	0	0	2	0	2	2	0	0
AC156559.1	1	2	0	2	2	3	3	7	1	5	3	2	6
AC156559.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156560.1	1	0	0	1	0	0	0	3	2	2	2	1	0
AC156560.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156560.3	0	0	0	0	0	0	0	0	0	1	0	0	0
AC156561.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156563.1	13	8	8	20	5	9	15	7	7	28	15	17	24
AC156568.1	177	440	289	547	335	311	265	616	258	311	280	187	380
AC156568.2	1	0	0	0	1	0	0	0	0	0	1	0	0
AC156568.3	0	0	0	0	3	0	0	1	0	0	0	0	0
AC156569.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156572.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156572.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156576.1	1	3	4	10	2	1	3	8	3	4	6	5	6
AC156576.2	1	0	0	0	0	0	0	0	1	0	0	0	0
AC156576.3	0	1	0	0	0	0	0	1	0	0	1	0	0
AC156576.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156576.5	0	0	0	0	2	1	0	0	0	0	1	0	0
AC156576.6	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156631.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156632.1	0	0	0	1	1	0	0	0	1	0	3	1	0
AC156633.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156636.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156636.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156639.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156645.1	0	0	0	0	0	0	0	0	0	0	0	1	0
AC156791.1	0	15	1	1	2	1	1	10	3	4	4	0	0
AC156793.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156794.1	0	3	0	3	1	1	2	1	0	1	0	0	1
AC156795.1	307	130	145	822	151	214	285	128	182	979	111	102	654
AC156795.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156798.1	0	0	1	0	1	0	0	1	0	0	0	1	0
AC156798.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156801.1	2	0	0	0	0	0	0	1	1	2	0	0	0
AC156801.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156802.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156802.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156803.1	1	3	1	7	10	3	2	5	2	5	4	1	2
AC156832.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156832.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156832.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156832.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156833.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156950.1	1	1	3	7	0	5	6	2	11	17	3	5	17
AC156952.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156953.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157017.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157017.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157017.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157019.1	0	0	0	0	0	0	0	0	1	0	0	0	0
AC157019.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157021.1	0	3	0	2	2	1	0	0	1	2	1	2	2
AC157085.1	1	0	1	0	0	0	0	0	1	1	2	1	0
AC157085.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157092.1	0	0	0	0	1	0	1	1	0	1	0	1	0
AC157213.1	0	0	0	1	0	0	2	1	1	0	1	0	1
AC157278.1	0	5	3	3	2	4	0	0	2	0	1	0	1
AC157278.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157352.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157352.2	0	0	1	0	0	0	0	0	2	1	0	0	0
AC157353.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157353.2	0	0	0	1	0	0	0	0	0	0	0	0	0
AC157353.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157476.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157476.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157494.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157494.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157515.1	0	0	0	0	0	0	0	0	1	0	0	0	0
AC157515.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157516.1	1	3	1	1	4	2	0	0	2	5	2	2	4
AC157570.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157570.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157570.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157570.4	1	3	0	4	2	2	0	1	0	1	2	1	0
AC157571.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157588.1	0	0	1	1	3	0	0	1	0	0	6	0	0
AC157591.1	3	3	5	1	0	4	0	2	0	0	1	0	0
AC157602.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157650.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157650.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157650.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157652.1	2	2	0	5	0	3	1	3	3	3	0	3	2
AC157652.2	1	0	0	2	1	0	1	1	0	1	1	0	6
AC157654.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157658.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157658.2	0	0	0	0	0	0	0	0	0	0	0	0	0
